CZ3-TI7003,CZ3-FI7020,CZ3-TI7041,CZ3-TI7001,CZ3-TI7005,CZ3-PI7101,CZ3-FC7002,CZ3-TI7043,CZ3-PI7008,CZ3-FI7017,CZ3-FI7019,CZ3-TI7007,CZ3-FI7018,CZ3-FC7007,CZ3-FIC7009,CZ3-FI7006
518.363,2124.194,58.6409,518.3616,517.7865,0.8487271,170.2652,195.4236,0.8495625,4331.957,2754.749,522.3518,2870.492,165.0892,4.102558,75883.05
519.1949,2068.825,60.26632,513.6743,518.9338,0.8477923,171.9598,200.7887,0.8498749,4444.043,2784.938,522.154,2952.091,165.2043,3.544852,77800.78
515.9901,1788.344,60.58157,515.9549,515.653,0.8488125,171.1801,198.4555,0.8500841,4311.84,2667.314,516.3637,2969.442,166.5363,3.564504,73565.41
520.8111,2085.385,62.20674,515.9637,520.2682,0.848434,169.7345,198.7931,0.8511444,4057.476,2753.379,523.5282,2895.178,163.8174,4.06072121,76646.76
518.3178,2014.235,62.9879,518.7194,518.4537,0.8497886,170.2291,199.919,0.8493937,3976.74,2505.238,522.3955,2755.322,161.5223,4.295741,76977.12
517.8815,2041.244,60.93985,518.7179,517.715,0.848959,170.4414,200.017,0.8499102,3995.53,2524.813,521.8333,2781.202,158.458,4.484292,76394.35
519.6686,2074.87,57.6628,520.9763,519.3279,0.8469722,169.5436,192.7372,0.8499178,4159.895,2645.786,522.6176,2845.713,160.5538,3.921903,75018.78
517.8824,2083.391,63.09513,517.3146,517.7462,0.8471888,169.9154,195.7557,0.8497196,4184.138,2650.181,521.8685,2766.351,162.948,3.997744,74866.87
514.9088,1664.973,62.47045,515.364,515.7135,0.847562,171.8161,192.9561,0.8478909,4282.897,2473.305,515.5005,2682.385,163.5294,4.142716,73453.82
518.8511,1871.986,59.2883,519.7742,520.2896,0.850974,171.163,194.1111,0.8515962,4294.752,2465.627,523.9301,2645.403,164.4446,4.240382,76403.52
516.8627,2025.781,61.83694,517.0552,516.5769,0.8486406,170.0525,197.6712,0.8503734,4095.69,2470.879,520.9021,2838.061,155.6308,4.623845,75745.91
515.0363,1670.099,62.29484,515.1418,515.4808,0.8516169,171.4502,193.4113,0.8509923,4293.5,2501.11,515.9927,2703.274,163.5823,4.00287,72228.44
516.101,1725.052,62.56382,514.9373,516.4464,0.8500382,169.7729,198.166,0.8499374,4027.867,2460.931,516.2292,2871.662,162.351,4.025669,74260.75
520.441,1977.6,61.92392,520.1675,520.7407,0.8478587,171.3857,196.6458,0.8506992,4305.384,2742.719,522.3221,3169.562,164.3207,4.183952,75840.25
518.9778,1956.63,62.01906,519.493,519.5517,0.847749,171.4042,193.226,0.8500174,4429.172,2529.354,523.5273,2762.262,163.2032,3.959862,75158.27
519.2661,1770.734,60.3985,520.4521,520.1147,0.8480426,170.881,195.6615,0.8494176,3899.388,2260.563,524.2378,2502.824,162.7048,4.198452,78615.74
515.5378,1726.109,63.24438,513.7581,516.4818,0.8499933,170.9919,199.875,0.8500105,4073.755,2493.18,515.8754,2882.036,161.4166,4.125223,74170.22
517.6768,2058.471,59.38181,515.2748,518.7178,0.8465151,171.296,192.0576,0.8488559,4469.243,2768.187,522.5406,2978.707,162.2593,4.462151,74578.38
517.6608,2076.715,59.9409,518.5146,518.3069,0.8480065,169.8038,196.026,0.8495075,4234.258,2699.582,522.0363,2796.317,159.8498,4.18784,76452.37
515.0626,1673.112,61.84879,515.7035,515.6631,0.8509746,171.413,193.3759,0.8512304,4312.239,2500.95,516.4333,2706.576,164.6584,4.037831,72808.2
519.5897,1866.18,62.90128,519.5051,520.5229,0.8489918,171.115,200.8048,0.8512866,4016.571,2373.605,523.8984,2624.764,161.7358,4.465219,76600.21
518.212,2051.853,59.45702,518.9329,517.8401,0.8485333,170.71,195.4139,0.8492144,4165.079,2500.823,521.9226,2871.903,161.7455,4.488499,77043.79
518.3542,2020.457,63.6324,518.8494,518.2691,0.8479232,169.9846,193.3771,0.850036,4162.375,2452.049,522.0219,2864.059,157.4831,4.441426,74296.1
514.0635,1738.27,60.46972,517.3244,515.2798,0.8490362,171.4572,200.195,0.8499393,4185.083,2501.895,515.5646,2935.131,166.0317,3.914912,73818.87
518.735,2230.053,61.66081,520.3167,519.4847,0.8472128,169.8481,200.2244,0.8500624,4565.053,2736.023,522.43,2966.548,159.671,4.21792,76593.16
514.5602,1669.36,62.74334,514.4546,516.0903,0.8496469,170.3225,198.4543,0.8498195,4091.247,2391.731,516.1776,2845.638,161.7353,4.100726,75011
517.7195,1772.798,59.13326,519.3809,517.9878,0.8479616,172.8113,196.8688,0.8504418,4218.239,2571.682,518.125,2952.017,163.8129,3.643734,71072.82
514.7871,1720.969,58.7767,515.3646,515.9745,0.8480708,171.0114,189.4086,0.848314,4135.149,2534.005,515.7852,2688.059,158.6815,4.485024,72763.22
517.81,2109.365,59.94666,518.7171,518.5515,0.847301,170.299,194.7041,0.8495625,4286.974,2685.039,522.2545,2851.943,160.2603,3.95935,75228.55
518.0654,2130.26,57.46804,518.8706,518.6122,0.8474911,170.0193,195.2518,0.8499374,4349.093,2725.151,521.943,2895.896,164.2038,3.884756,76348.86
517.7578,1745.418,61.4054,518.4738,518.1965,0.8477187,170.3778,197.2071,0.8503749,4192.72,2617.986,518.4071,2848.069,163.4242,3.985816,74804.13
518.2201,2088.342,59.52958,518.5822,518.7283,0.846884,170.0103,192.6973,0.8496994,4228.222,2670.245,522.3201,2818.541,161.3635,4.014046,74259.04
517.4386,2087.223,62.12778,517.7315,517.4059,0.8479062,170.2148,193.7206,0.8495497,4375.022,2547.042,521.9686,2946.807,160.3232,4.353391,75535.02
519.8648,2143.318,61.53805,517.5275,519.5414,0.8497633,169.9803,199.0864,0.8505882,4570.866,2742.208,524.0268,2997.537,173.0382,3.562898,75939.73
513.9888,1756.573,61.96025,512.2678,515.2493,0.8530533,171.9727,193.9136,0.8531562,4265.756,2632.244,515.4404,2744.957,166.0232,3.657987,73182.12
518.77,2077.057,62.59928,518.1094,518.0409,0.8496587,170.5286,199.8178,0.8500277,4051.659,2590.804,522.5998,2838.04,159.2337,4.616168,75504.17
515.8737,2071.858,63.17898,512.4647,516.4034,0.8465337,171.0613,198.9947,0.8503313,4401.12,2721.198,520.7036,2947.363,170.1848,3.556827,75178.8
514.9414,2139.41,62.66495,513.1995,516.1291,0.8485143,170.0928,202.0663,0.8511104,4694.628,2858.202,520.3641,3018.025,162.6376,3.443504,75411.49
517.6329,2086.394,60.43731,518.1309,518.5754,0.8481868,170.3872,196.833,0.8500385,4285.651,2697.773,521.8572,2831.381,162.573,4.156853,76359.14
515.1012,1724.334,63.26051,515.8389,515.9177,0.8498058,171.6668,199.7371,0.8507747,4022.691,2500.891,516.0383,2861.353,161.6581,4.181265,74211.45
517.6432,2079.121,62.23066,517.9428,517.5192,0.8498984,169.89,199.8356,0.8503014,4081.587,2562.055,521.3004,2848.371,161.1239,4.406437,75531.9
520.2487,2144.467,63.70617,515.665,519.6685,0.8494528,170.625,204.4197,0.8502483,4008.686,2787.069,523.3312,2961.601,160.968,3.946232,77335.76
519.8196,1931.219,61.53851,519.5564,520.3057,0.8492158,171.0988,196.2665,0.850053,4137.157,2446.579,524.2803,2721.686,163.0244,4.193207,77269.41
519.8569,1842.578,61.22526,519.9764,520.0114,0.8493145,171.4171,196.6382,0.8512591,4067.238,2332.116,523.8268,2613.345,163.8079,4.173557,76350.92
518.798,2120.552,60.2901,514.8422,518.39,0.8483008,171.842,200.6865,0.8498749,4539.619,2788.07,522.9188,2978.055,163.9719,3.654927,74500.6
518.4116,2040.94,61.31593,518.6467,518.4247,0.8496673,169.766,199.8233,0.8495888,3973.047,2518.865,522.0486,2777.793,160.3769,4.353994,76268.11
517.8452,2004.16,60.78659,518.2304,517.8951,0.8495951,170.5528,200.2514,0.8497444,3868.367,2473.035,521.9055,2726.88,159.8917,4.40557,76505.5
518.2026,1963.802,60.85779,519.0688,518.2953,0.848339,170.0574,192.9506,0.8488153,3967.508,2391.32,522.1539,2786.906,159.1078,4.829083,75673.8
517.2355,1808.258,63.14346,518.0554,517.883,0.8474003,169.4301,201.4588,0.8498918,4238.135,2652.012,518.1304,2958.477,163.8475,3.82682,74748.91
520.7056,2121.736,63.05378,515.7996,520.6179,0.8463266,170.7135,199.7797,0.8492215,4099.32,2779.832,523.2747,2927.529,164.2269,3.65061,76717.37
518.6836,1998.613,62.21555,518.522,518.3027,0.8489218,170.1234,197.342,0.8500401,4045.698,2432.388,522.3738,2814.859,161.4422,4.339866,76830.03
517.123,2134.552,61.17372,517.4891,517.7383,0.8484947,170.6267,201.5858,0.8504621,4763.332,2838.476,522.3655,2989.098,162.6822,3.457633,75424.98
519.0975,2191.615,63.72462,515.7781,518.1974,0.8468437,169.5718,201.2113,0.8501755,4642.244,2842.729,522.7729,3060.167,163.5424,3.880474,76106.54
516.9609,1715.116,61.51813,517.4224,517.9863,0.8482338,170.7666,198.0797,0.8498749,4144.589,2548.984,517.7233,2828.092,164.7136,3.911001,74259.85
517.4688,1722.131,62.03862,519.0829,518.1249,0.8496135,170.4741,202.5706,0.8522009,4330.683,2535.168,518.4506,2849.99,162.5049,3.214912,73489.83
519.2889,2157.076,61.72498,514.6702,519.217,0.8469861,170.166,201.2267,0.8501773,4436.835,2789.375,524.8601,2884.689,162.5072,3.431559,77333.77
515.8478,1767.218,61.47357,515.4323,515.5536,0.8478945,172.7721,197.4817,0.8493609,4224.624,2598.669,515.3404,2970.108,161.6827,3.581101,72514.09
520.3221,1840.014,59.52801,518.2559,520.2515,0.8507853,170.4867,193.9307,0.8496528,3954.184,2561.727,522.176,2921.803,160.0327,4.347216,76076.48
517.7999,2081.879,61.04984,518.1688,518.5437,0.8479687,169.4811,192.9471,0.8503124,4140.181,2587.891,521.8203,2852.926,160.6022,4.473337,74651.47
515.023,1715.63,58.62157,515.4455,515.543,0.8487337,171.6579,195.2023,0.8490196,4214.446,2507.674,515.863,2736.501,165.4298,3.675022,75985.55
516.6586,1839.688,60.00113,516.3361,517.6752,0.8475698,169.1107,202.3125,0.8495625,4226.39,2636.101,517.7022,2986.623,160.027,3.697042,75343.77
514.8337,1698.278,61.07924,515.7173,515.9082,0.8501563,171.3583,198.6929,0.8508062,4118.456,2438.406,515.9711,2705.734,165.6966,4.004229,73712.43
518.3922,2093.947,62.84271,519.5833,518.1157,0.8497386,169.9844,200.0383,0.8506249,4113.444,2577.233,521.9219,2867.846,158.6686,4.56864,76401.27
519.179,1692.736,60.3439,519.29,518.8339,0.8499892,169.1023,196.5522,0.849426,3914.02,2493.267,518.5972,2884.487,162.8789,4.047472,75175.9
517.5243,1709.499,61.56595,517.3932,518.5869,0.8488705,170.6541,203.2762,0.8508613,4240.359,2512.318,517.9175,2870.336,161.3589,3.197826,75418.14
516.9542,1764.482,62.5529,517.3868,517.9742,0.8479896,169.8956,195.9314,0.8495679,4340.046,2669.121,518.3782,2915.023,160.5571,4.036351,75688.11
516.7498,2125.463,66.53529,518.8541,518.6274,0.8478437,169.6321,202.2134,0.8512771,4362.216,2629.985,521.448,2823.668,161.0903,4.326194,76914.79
517.7778,2051.718,60.20549,514.3339,518.5234,0.8484641,171.4265,200.1156,0.8498749,4415.807,2764.471,521.9214,2872.426,164.6478,3.707641,75672.74
518.1161,1978.901,61.26899,519.0283,518.0438,0.8493224,169.9899,194.1198,0.8501896,4031.151,2408.638,522.2998,2772.127,161.0455,4.599839,75924.52
517.0966,1726.664,61.72881,516.5536,518.2607,0.8479393,170.817,195.2622,0.8495625,4287.387,2584.28,518.4021,2869.838,163.0689,4.114589,75709.34
517.6989,1858.337,61.2239,515.8754,518.4808,0.8476941,173.3586,195.229,0.8495424,4148.107,2476.461,522.678,2707.894,163.2588,4.32181,77555.77
517.2358,2106.526,59.24588,519.5898,518.2101,0.8496915,169.6823,196.3626,0.8514763,4307.683,2699.5,521.763,2823.103,163.3052,3.287143,76083.39
518.5222,2079.802,58.41069,519.2902,518.665,0.8475255,169.811,193.0297,0.8503749,4332.342,2566.533,522.3377,2910.063,161.1201,4.204688,75456.71
516.4037,1760.12,64.48897,516.3966,517.1196,0.8477135,169.1571,200.5979,0.8497885,4349.528,2515.845,516.9514,2968.298,160.9198,4.139063,73269.44
507.812,2176.981,59.95692,504.8459,509.4444,0.8478895,171.4975,200.4206,0.8501914,4594.081,2842.22,514.783,3059.794,164.2331,3.740166,69448
516.7766,2105.106,63.81002,515.5507,517.0947,0.8464687,170.3722,201.1145,0.8499669,4415.506,2653.028,521.9546,2864.707,159.3076,3.990593,77781.07
518.7457,2085.304,61.03352,518.4754,518.6682,0.8473665,169.5479,193.7997,0.8496862,4106.288,2584.496,522.3846,2887.409,161.2156,4.468538,73600.55
517.7353,2078.237,62.53658,519.1515,518.2277,0.8473836,170.3714,195.6754,0.8497499,4181.087,2659.543,522.1283,2775.081,165.5659,3.956162,75250.11
519.8823,1931.197,60.87852,518.6812,521.0621,0.8480809,172.2288,195.3729,0.8500729,4232.755,2548.786,524.5287,2800.169,162.7621,4.300621,77279.12
517.483,2094.237,59.49929,518.8752,518.7004,0.8470489,170.2819,193.691,0.8495625,4257.034,2697.729,522.088,2805.298,161.7497,4.023118,74884.51
518.6761,2026.747,65.22152,518.9844,518.133,0.8470005,170.0803,193.606,0.8499026,4182.236,2460.954,521.7701,2879.928,158.9072,4.424834,74352.65
518.3964,1976.06,61.14051,518.5227,518.0419,0.848739,170.115,194.2577,0.8497208,4030.454,2407.668,521.9116,2765.425,160.3924,4.61851,76621.11
520.8301,2005.403,61.05165,514.6022,520.8548,0.8481974,171.405,197.1203,0.8497953,4050.948,2667.891,523.3184,2884.314,160.5133,4.617234,78097.38
519.0736,2125.333,67.15343,520.3033,519.2045,0.8435903,169.6022,196.9981,0.8489419,4467.499,2723.71,522.4516,2907.76,159.7915,3.658834,75982.08
518.1661,2055.592,59.48708,518.8749,518.1456,0.8477476,170.2466,192.9028,0.8498513,4144.426,2639.69,522.1035,2791.619,161.3386,4.008439,75681.57
517.4705,2104.385,61.38812,517.9394,518.4096,0.8463945,170.5366,194.6379,0.8498996,4244.134,2697.356,521.9731,2863.794,162.0057,3.575929,74868.07
516.9877,1837.489,59.96559,518.375,517.645,0.8475312,169.7135,202.3132,0.8496249,4263.142,2634.895,517.7009,2992.224,160.1123,3.859719,75417.84
515.0306,1692.836,60.71006,516.6355,516.7527,0.850037,170.9092,198.857,0.85,4107.399,2430.137,516.128,2676.271,164.3598,3.927752,73600.94
514.4756,1681.726,58.78704,516.0211,516.1246,0.8497947,171.8174,195.1479,0.852421,4203.978,2491.07,515.954,2663.276,166.3114,3.623402,73122.03
517.5115,2105.506,62.19334,518.1964,517.3512,0.8479062,170.0097,193.6953,0.8495861,4425.078,2571.796,521.9412,2953.636,160.6662,4.354026,75114.26
517.0344,2101.35,59.09449,518.3889,517.7327,0.8479687,170.5921,193.1636,0.8498027,4290.179,2685.349,521.7112,2874.101,163.6222,3.852846,74935.27
515.7238,2256.518,62.87355,515.498,517.6365,0.8472812,169.1639,200.2007,0.8500624,4653.749,2870.604,522.1639,2974.269,162.209,4.208167,74253.18
518.3066,2100.982,59.22533,519.6906,518.4206,0.8471142,170.1781,192.8199,0.8497131,4283.827,2663.106,522.1772,2879.993,161.8501,4.028965,74292.41
515.9753,1757.65,61.33554,516.7078,516.0992,0.8492268,171.7533,192.6007,0.8504545,4432.229,2607.443,516.7969,2795.753,163.9661,3.842206,73239.09
517.3895,2127.002,59.64886,519.2394,518.5219,0.8477448,169.8106,196.0582,0.8496639,4337.384,2741.116,521.7651,2875.501,164.3698,3.996738,76156.98
518.9869,1994.462,62.69978,518.6824,518.6215,0.847196,170.4391,193.5293,0.8481277,4158.686,2443.842,521.894,2827.817,158.7588,4.665133,75735.98
514.7871,1738.577,59.24985,515.4236,515.8582,0.8489527,171.674,189.9452,0.848908,4153.085,2549.628,515.7852,2730.464,159.2992,4.568563,72792.06
521.2903,2049.513,61.26756,518.7332,522.0124,0.849852,169.8282,195.3079,0.8505591,4485.973,2757.253,525.3853,2966.89,167.1716,4.170427,77258.67
515.796,1690.216,59.81552,515.3431,516.307,0.8515368,169.8536,191.2779,0.8502242,4087.398,2491.029,516.0814,2715.922,164.0418,4.112345,73193.79
515.029,1690.726,60.82193,516.0208,515.6672,0.8494573,171.4133,198.0486,0.8499613,4092.751,2429.29,515.3449,2700.559,163.9942,4.044419,73831.93
516.7351,1624.547,62.0049,517.2452,518.3937,0.8485128,172.0243,196.1814,0.8502998,4141.941,2378.475,518.188,2691.331,164.9468,3.975345,74830.95
517.4316,2086.913,60.16198,517.5356,518.0137,0.847451,170.3462,195.0811,0.8495625,4294.894,2730.043,521.657,2865.878,161.1391,3.954891,75614.16
519.7805,2051.593,58.59109,518.4329,520.0748,0.8473085,169.9744,195.9737,0.8496922,4416.403,2677.388,524.5822,2865.757,161.1384,3.719095,77477.9
515.4055,1752.202,61.43678,516.2656,516.0072,0.8507287,170.5114,199.9774,0.8511651,4247.358,2509.708,516.0594,2775.859,163.5325,3.928439,73590.91
518.547,1971.264,61.21481,518.9416,518.3756,0.8497272,170.394,197.2036,0.8508276,3972.896,2426.213,521.9705,2790.723,158.952,4.385881,75618.9
520.3785,1919.759,61.60749,520.8062,520.6529,0.8489375,170.5545,197.0159,0.8504375,4169.355,2422.612,524.4609,2715.472,161.4372,4.184814,76217.93
517.1069,1741.022,61.90276,516.6639,517.317,0.8475937,171.9035,197.9262,0.85,4212.939,2566.301,517.6241,2882.807,163.591,4.147582,75066.35
519.392,1841.213,61.91622,518.9233,520.3745,0.8495136,171.0646,196.29,0.8499379,4071.923,2612.753,522.1987,2943.126,159.9578,4.409528,77271.48
517.2999,2137.906,63.3211,520.2103,519.2856,0.8475971,169.6834,200.8448,0.85,4449.169,2640.548,522.0846,2904.598,161.0291,3.883217,77754.28
520.2601,2014.839,60.99817,519.2736,518.7684,0.8467703,170.2496,191.5172,0.8504511,4117.094,2622.819,521.5597,2767.726,164.511,3.176287,74793.74
517.4819,1688.943,61.05273,520.1358,518.0623,0.8477826,170.8952,194.2516,0.8498493,4269.587,2573.183,518.0737,2833.634,163.3889,4.163728,74942.56
519.0316,2068.702,61.28286,518.6987,518.5255,0.8479687,170.0051,192.9463,0.8503124,4120.19,2590.374,521.8662,2868.075,161.5431,4.470122,75453.95
518.2021,2249.715,57.21414,519.0196,518.2617,0.8478079,170.1826,200.7686,0.8519033,4439.508,2643.83,523.7073,2846.051,165.2412,3.528243,78103.12
517.0463,1793.975,61.26105,518.1451,516.7835,0.8487819,170.6395,198.1467,0.8506874,4462.298,2561.971,517.7641,3024.423,164.6863,4.058104,73515.59
515.2438,1730.304,64.16242,515.9949,515.3189,0.8497764,171.3312,199.8817,0.8505749,4106.842,2496.322,516.1443,2910.647,160.9615,3.895465,73934.74
520.4444,2153.741,63.13077,516.9399,520.7907,0.8475622,170.5703,204.4722,0.8493568,4054.113,2809.506,524.1501,2964.901,159.1322,3.865862,76250.63
517.2754,2070.839,59.12768,517.5078,517.1631,0.848719,170.739,193.3932,0.8495625,4323.648,2532.695,521.4404,2931.889,164.9949,3.972306,76163.54
518.2352,2065.56,64.00323,519.2621,517.635,0.8466392,170.2799,193.3034,0.8499597,4116.435,2611.58,522.1422,2832.688,160.5765,4.139906,75087.55
517.8521,2063.04,61.51593,518.6525,518.496,0.8477244,169.4808,193.4461,0.8503749,4325.287,2496.463,522.2031,2914.239,160.441,4.68941,75928.21
520.2012,1885.077,62.00586,518.7718,520.0451,0.8482622,170.7501,196.9008,0.8507236,4112.971,2637.586,522.4553,2979.861,164.8361,4.227958,76934.09
518.9844,1998.772,61.33964,519.8328,518.3887,0.8486164,170.3176,197.6228,0.8496862,4043.493,2418.027,521.7261,2824.833,159.6492,4.517375,76620.1
517.9316,2043.763,60.97889,518.9276,517.7381,0.8489767,170.3307,200.0108,0.8498866,4000.968,2531.661,521.8524,2781.391,158.5817,4.480768,76399.33
517.7612,2075.859,58.02274,517.3286,518.2813,0.8486123,169.9125,191.8455,0.8501363,4235.478,2675.966,522.3259,2837.278,162.9094,3.690612,74777.44
517.7206,1718.419,61.47701,518.4533,518.2076,0.8477187,170.6465,197.2154,0.8503749,4124.337,2572.457,518.3792,2815.208,163.5845,3.986027,74622.42
519.0556,1908.342,59.73635,517.8138,519.9344,0.8507742,171.7975,197.1599,0.8496767,4140.844,2470.332,523.5665,2760.742,163.8985,4.250491,75508.55
519.7026,1879.882,62.88684,519.8857,520.0043,0.8498621,171.2797,197.773,0.8510683,4056.455,2406.729,524.1298,2656.843,161.1619,4.164725,76843.64
517.0801,2160.74,60.01164,516.5219,517.8091,0.8474641,170.2168,198.88,0.8496131,4536.314,2753.879,522.3497,2943.655,160.1248,3.959346,75971.65
516.7709,1750.253,60.09427,517.1217,518.2198,0.8481206,170.507,200.5171,0.8499523,4255.782,2616.77,517.9356,2861.993,165.4197,3.371402,73288.14
516.9453,2060.813,60.88332,516.9023,517.7562,0.8484803,169.915,197.0501,0.8504885,4243.17,2675.392,521.1744,2777.34,162.9249,4.139334,75568.69
523.5261,2018.991,61.37506,520.2419,521.1735,0.8492631,170.5287,196.2033,0.8497499,4338.002,2549.024,527.3156,2898.996,162.1716,4.26335,77956.59
515.0285,1717.256,62.79663,513.248,517.1143,0.8502598,171.7028,200.2378,0.8518388,4182.954,2504.828,516.1996,2911.143,164.5304,3.96615,73703.9
520.946,2054.774,62.38529,517.0042,520.5063,0.848818,170.6161,198.1102,0.8497605,4004.651,2706.714,523.471,2893.492,161.601,4.530331,77974.49
517.9266,2044.616,60.33399,515.6969,518.601,0.8487154,170.4385,195.6731,0.849551,4477.034,2747.7,521.6205,2950.136,163.112,4.269068,74095.96
514.7804,1738.124,60.47137,515.2156,515.4591,0.8493161,170.9706,198.608,0.85,4184.033,2491.241,515.7651,2768.898,164.7788,3.846268,74105.66
517.7789,2114.28,57.52827,518.5667,518.2187,0.8473422,169.6639,195.2995,0.8499374,4297.136,2699.896,521.9905,2829.178,162.759,3.884309,75905.93
516.8161,2082.906,60.6954,517.7625,517.3711,0.847309,169.5027,192.8767,0.8497248,4252.518,2672.985,521.2269,2844.412,160.245,4.041589,74596.33
517.3044,2180.191,61.42041,515.0751,517.894,0.8469013,169.5221,199.5699,0.8493806,4511.713,2773.643,522.1935,2955.401,159.5977,3.994179,74690.71
518.6003,2002.229,61.93077,518.7144,518.5283,0.8478039,169.4841,197.1282,0.8472187,4024.844,2425.696,522.2873,2810.717,161.1735,4.436274,77325.78
517.2267,1796.337,62.88213,517.7761,517.8468,0.847235,169.5779,200.1601,0.8498667,4160.884,2590.82,517.7996,2918.675,158.7263,4.029624,74388.84
514.6799,1712.374,60.42395,515.3497,516.217,0.8498179,170.3363,198.0368,0.850394,4140.558,2434.399,515.4033,2721.591,163.4299,4.037056,73402.75
516.9063,2114.205,60.22149,518.4452,518.471,0.847001,170.1271,194.5564,0.8495625,4295.736,2706.882,521.9401,2880.043,162.0991,3.983643,76132.39
519.4899,1911.648,61.44741,519.9625,520.0142,0.8487415,171.1794,197.0744,0.8494915,4141.034,2426.987,523.9362,2642.713,162.9008,4.247458,77679.55
515.0902,1750.967,61.30421,515.9078,516.2227,0.8483197,171.7523,192.6247,0.84921,4146.208,2576.327,515.8052,2710.384,164.7071,3.81482,75561.62
514.8345,1754.222,61.26691,514.6527,515.3813,0.8487345,171.4606,194.6031,0.8499216,4250.734,2488.671,515.7616,2714.429,162.011,4.164268,71776.69
514.658,1748.672,61.62468,515.157,515.6454,0.8490587,171.0293,193.0098,0.8500624,4396.858,2592.314,515.7209,2797.795,165.7049,3.838001,72490.5
519.9521,1812.458,60.05096,519.3542,520.3865,0.8492265,171.0343,195.8781,0.8490983,4270.502,2523.917,522.2151,2924.795,164.575,4.208121,76593.82
517.4642,2069.342,61.85196,516.322,518.3454,0.84862,169.4512,195.6662,0.8496249,3979.611,2544.266,521.7014,2825.99,161.6505,4.621422,76058.25
517.9327,2031.393,59.1636,518.5135,518.2288,0.8474532,170.5627,193.1248,0.8498124,4104.797,2601.242,521.7767,2790.462,161.2796,3.916045,74610.38
517.2717,1847.086,60.14838,517.554,517.4204,0.8475312,168.9535,202.3125,0.8496009,4267.201,2644.614,517.7825,3003.197,159.3355,3.789214,74510.44
515.3019,1773.489,61.27956,516.614,516.1397,0.8488972,171.6395,192.8121,0.8500624,4487.637,2624.083,516.1427,2811.675,164.4297,3.840834,72475.77
518.1443,2054.838,61.30967,519.1422,518.0551,0.8488173,169.837,200.067,0.8500991,4030.43,2531.575,522.6327,2805.859,158.9236,4.512486,76496.75
518.5953,2077.066,61.42183,518.9401,518.3181,0.8475994,169.9946,193.5263,0.8503749,4339.084,2531.257,521.95,2938.6,160.2416,4.655149,75934.89
520.3785,1939.992,62.1399,520.4079,520.7776,0.8487229,171.2989,196.633,0.8495805,4215.219,2473.27,524.4506,2739.34,161.12,4.162605,75801.11
521.3619,2163.483,61.31052,519.1353,519.2863,0.8497394,169.5045,198.6478,0.8502839,4453.179,2641.606,525.9136,2979.939,171.3916,3.583675,78046.41
515.0822,1697.724,61.50327,513.9692,516.3415,0.8498749,171.9576,198.6757,0.8496774,4173.138,2541.383,515.9495,2845.165,164.8597,3.723642,74116.95
515.7512,1655.914,61.07273,516.6169,516.6708,0.8508298,171.1618,193.2236,0.8515553,4306.887,2464.917,515.8474,2732.346,165.2201,4.411731,73036.57
514.4929,1672.634,61.81676,515.6465,515.74,0.8484461,171.7509,198.9044,0.8495555,4287.111,2458.156,515.6958,2838.801,163.4924,3.624713,72864.02
517.2689,2203.045,63.14299,515.6957,517.5718,0.8468437,169.7506,201.403,0.8499555,4653.398,2868.842,523.3439,2997.547,162.3827,3.716491,77086.33
517.6824,2000.094,60.98552,518.9357,518.1578,0.8491162,169.8047,197.5743,0.8504949,4054.408,2411.558,521.9023,2804.549,158.6504,4.125387,76197.84
515.3098,1747.185,61.74289,515.8508,516.0425,0.849386,171.7885,194.4171,0.8495489,4389.592,2573.608,515.9658,2846.686,163.6042,3.95094,72995.89
515.3683,1713.598,63.40454,513.2087,516.5168,0.8499841,171.0683,199.875,0.8499681,4052.22,2456.305,515.8673,2851,161.5136,4.119309,73992.78
515.4765,1663.842,59.01953,515.2048,516.1349,0.8492397,170.814,191.7606,0.8506945,4287.903,2493.608,516.3242,2711.698,161.4741,4.510997,72794.13
517.3262,1736.631,60.95084,517.0609,517.9543,0.8488107,171.2144,198.261,0.8498749,4326.788,2553.27,517.736,2885.785,163.3198,3.914778,76379.86
517.0101,1777.31,62.65023,517.6171,518.3145,0.8501611,170.5429,199.0209,0.8520405,4062.052,2574.311,517.8404,2885.52,163.0838,4.084741,75395.98
519.0117,2100.106,62.31766,518.764,518.2668,0.8497522,170.0984,200.5268,0.8495625,4161.676,2591.5,522.5679,2887.279,159.3204,4.444252,75967.49
518.6588,2238.551,65.57043,519.0598,518.6288,0.846501,169.8468,200.6543,0.85,4586.54,2780.154,521.1804,3081.26,159.293,3.992919,76398.08
517.9296,1768.022,61.21291,517.1865,517.796,0.8463749,171.1487,201.082,0.850938,4242.021,2599.604,517.8804,2892.088,158.9403,3.364616,73245.3
519.2813,1997.304,63.74088,517.571,519.738,0.8469695,171.3262,192.2156,0.8497794,4426.254,2581.113,524.5121,2768.958,162.9514,4.068725,75401.62
514.7587,1741.941,58.80636,515.4222,515.9082,0.8488868,170.6762,195.0963,0.8497499,4060.699,2537.873,516.2912,2672.165,165.2973,3.574499,72954.14
518.0429,2038.193,60.27111,518.3965,518.1306,0.8486826,169.78,196.071,0.8493125,4175.752,2475.999,522.073,2866.87,161.788,4.387525,76197.92
517.629,1769.219,64.80955,518.2702,518.6065,0.8484898,169.5843,200.4756,0.8503814,4352.295,2499.657,518.388,2980.083,162.1778,4.025882,73673.84
