CZ3-TI7003,CZ3-FI7020,CZ3-TI7041,CZ3-TI7001,CZ3-TI7005,CZ3-PI7101,CZ3-FC7002,CZ3-TI7043,CZ3-PI7008,CZ3-FI7017,CZ3-FI7019,CZ3-TI7007,CZ3-FI7018,CZ3-FC7007,CZ3-FIC7009,CZ3-FI7006
515.7329,1656.437,60.73583,515.8486,516.1336,0.8516079,170.901,193.1998,0.8505893,4318.807,2476.033,515.7995,2745.21,165.2492,4.402822,72518.63
519.2738,1934.193,61.78205,520.1359,520.198,0.8488076,171.02,196.6366,0.8499886,4127.336,2427.738,524.0694,2679.544,164.384,4.176355,76380.28
516.9965,1762.908,61.19963,517.5334,518.1644,0.8463551,170.8542,201.5416,0.8506609,4258.644,2618.632,517.9735,2892.913,160.7358,3.3129,73114.83
518.1223,2234.057,63.15064,518.856,518.493,0.8475697,169.9868,199.6544,0.85,4493.054,2695.19,522.4877,2960.294,161.7109,3.890825,78808.8
517.2436,2170.531,61.59935,515.3076,517.9432,0.8468971,169.5642,199.9583,0.8494411,4501.138,2781.775,522.2482,2956.802,160.3048,4.000138,74544.82
515.8088,1641.753,60.98013,516.4689,516.0012,0.8519914,171.4273,193.176,0.8504091,4282.239,2458.382,515.7516,2705.031,165.7995,4.393914,72276.41
515.6964,1661.865,58.98053,515.2562,516.0847,0.85096,170.2393,192.6933,0.8514806,4315.553,2471.984,515.999,2745.722,165.3305,4.358002,71585.09
515.022,1785.88,61.5255,515.972,516.35,0.8484351,171.489,192.4239,0.8498663,4191.84,2604.063,516.0162,2738.133,163.6159,3.838136,75008.83
516.9471,1727.752,62.12311,518.4725,518.3222,0.8485485,171.5878,198.3044,0.8498749,4178.783,2554.115,517.597,2847.461,164.3173,3.893247,74644.17
515.7861,1645.73,61.76565,516.2814,516.0409,0.8516047,171.0143,193.1831,0.8499573,4277.119,2452.435,515.766,2710.773,166.3475,4.396586,72778.94
518.0833,2118.412,61.74297,518.7355,518.8812,0.8467772,169.5133,192.3363,0.850116,4293.001,2734.455,522.5104,2877.95,165.0898,3.575082,72659.02
519.1998,1857.179,60.81592,518.0079,520.2732,0.847892,172.9979,194.3232,0.8495028,4116.942,2468.568,524.3131,2642.543,163.7898,4.264209,78673.75
517.4219,1774.578,61.80089,518.4213,517.3549,0.8477563,170.8603,199.2788,0.8504232,4224.009,2577.741,517.7195,2920.245,163.1112,3.975777,75451.02
517.2303,2033.895,57.85752,516.2281,519.5828,0.8443248,172.2352,192.9794,0.8444065,4416.578,2722.595,521.9153,2923.777,163.1561,3.842514,74601.56
519.9854,2009.332,61.59752,519.028,520.4339,0.8464944,171.0498,193.9737,0.8494028,4499.548,2637.82,524.6106,2906.643,162.6071,4.204621,76039.34
517.6927,2074.202,60.93502,519.6426,518.3704,0.8464327,170.2029,194.4187,0.8498749,4181.678,2655.644,522.1097,2759.841,160.8034,3.579677,75400.83
518.5541,2000.181,61.26065,518.1091,518.1722,0.8486491,171.0252,194.3755,0.8496249,4057.104,2422.301,521.7691,2808.877,160.4319,4.619218,76147.45
519.5184,2003.814,59.83577,517.1832,520.0452,0.8483827,171.5097,193.8744,0.8500947,4331.287,2624.149,524.1744,2849.448,159.0003,4.385624,76028.19
520.9927,2026.412,61.05008,516.6116,518.067,0.8467059,170.094,191.4979,0.8504136,4173.379,2654.25,521.5961,2822.828,164.0778,3.182808,75284.43
519.5044,2102.604,59.85577,518.0112,518.3201,0.8484321,169.9135,194.8271,0.8496801,4297.792,2716.639,521.2001,2948.975,163.5421,3.95164,75620.54
515.829,1697.521,59.33984,516.0977,515.7954,0.8511677,170.6783,190.7122,0.8501877,4162.393,2511.668,515.6887,2728.181,162.6498,4.22857,73976.23
518.4313,2130.655,61.7184,519.7368,518.3758,0.848396,169.7522,193.7012,0.8505163,4176.213,2601.978,522.1761,2963.72,160.6473,4.469848,74435.34
518.5406,1881.329,58.98773,519.837,520.1733,0.8501779,171.5781,193.8979,0.8514327,4310.662,2465.095,523.7979,2665.755,162.1913,3.925668,76577.84
515.4415,1716.946,60.81198,516.8996,516.2319,0.8501253,171.8056,199.7887,0.8507069,3980.476,2470.423,516.3226,2839.049,166.0109,3.947676,74263.93
518.0399,1976.268,60.44376,518.2957,518.8144,0.8496816,169.4336,194.9986,0.85022,3930.936,2462.652,522.2977,2714.448,161.7711,4.540892,75126.05
517.511,2104.151,58.80023,517.8032,518.0178,0.8465089,170.4745,194.4091,0.8504202,4282.648,2716.243,522.3226,2858.011,160.7771,3.271617,75597.54
517.2473,1765.303,63.97827,517.9758,518.0046,0.8489701,170.1255,199.7887,0.8498749,4078.303,2561.206,517.6938,2922.708,160.1957,4.017425,74241.09
520.3341,1884.903,59.99973,519.2601,520.6145,0.848146,171.8267,195.977,0.8475586,4059.933,2469.967,524.0617,2758.217,166.494,4.274536,77589.23
518.6659,1971.705,62.04439,517.5378,518.5955,0.8483618,171.5705,195.0097,0.8499744,4210.072,2722.027,520.9081,3074.639,159.0324,4.583711,75201.77
518.315,2229.281,64.80066,519.638,518.2524,0.8470447,169.258,200.3384,0.85,4518.896,2700.698,522.6228,2984.002,161.6614,3.915343,77234.12
517.8734,2047.596,58.18219,520.1707,518.5544,0.8480577,169.7796,192.5435,0.8507121,4151.165,2639.094,522.1542,2781.819,161.2059,3.877041,74959.95
517.1198,1728.063,61.48335,517.8951,517.9042,0.8486993,171.4593,196.4828,0.8503022,4234.035,2624.813,517.8721,2869.599,164.903,3.905591,74850.02
519.2162,1931.636,62.59047,519.8437,520.3044,0.8496585,172.285,196.0862,0.8498838,4121.88,2455.848,523.7881,2686.934,161.7858,4.204611,78694.07
517.2034,1792.02,66.26199,517.2774,517.1904,0.8432499,170.722,198.2433,0.8463868,4070.798,2593.699,517.845,2920.326,161.7965,4.10028,75374.17
515.0948,1716.422,63.01978,514.3839,515.9349,0.8498475,170.8926,199.8009,0.8506048,4069.979,2511.483,515.9888,2873.324,161.7495,4.20107,73644.9
517.9122,2109.054,63.33427,517.8577,517.3654,0.8472596,170.241,195.7265,0.8497363,4241.046,2691.188,521.4387,2803.763,165.5278,3.982623,74577.58
517.194,2176.087,63.81154,515.8571,517.673,0.8474617,170.5856,201.4744,0.85,4550.846,2755.995,522.2151,2967.156,161.7921,3.803123,76165.1
514.6801,1713.75,59.58304,513.4034,516.7573,0.849425,171.4918,195.1107,0.8497499,4088.687,2513.649,516.4762,2643.719,165.8977,3.588084,72841.48
515.4071,1665.85,61.65187,515.6229,516.7131,0.8492426,171.435,199.8677,0.849949,4116.607,2396.146,516.2772,2800.532,163.9465,3.797562,75409.94
517.2905,1700.949,60.26356,517.19,517.6884,0.8488442,169.876,195.2709,0.8496378,4245.411,2590.022,518.2504,2845.437,162.8979,4.187794,75602.7
518.2465,2064.122,60.71737,519.1639,518.3412,0.8493749,170.1325,196.1765,0.8496591,4200.487,2492.142,522.0688,2900.489,159.8448,4.410239,75543.76
520.3922,2109.185,65.17995,516.2647,521.0234,0.8468122,170.3616,202.0748,0.8481656,3989.617,2743.899,522.7535,2900.6,160.3662,3.712889,77404.6
504.2063,2130.621,63.40804,508.6682,512.1727,0.8481751,170.0962,193.3183,0.8503329,4356.299,2767.11,514.4543,2810.904,160.3253,4.364234,66841.21
520.4539,2171.544,64.78253,515.5829,519.5991,0.849541,170.4059,204.5955,0.8501791,4103.166,2818.843,522.962,3011.64,160.2944,3.943288,77361.46
515.4059,1764.905,61.0619,515.975,516.2175,0.8488336,171.6124,192.6691,0.8501877,4208.41,2606.994,515.8623,2737.8,165.7118,3.801496,75435.95
519.2852,2035.077,62.17544,520.9643,519.31,0.848612,170.2333,197.4756,0.8495625,4084.972,2450.375,522.8903,2831.053,162.0408,4.556127,76620.41
518.1046,2078.237,59.04337,519.337,518.3965,0.848933,169.7951,193.273,0.8498124,4157.634,2645.781,522.1586,2809.073,163.8527,3.900331,75598.34
512.9929,2045.977,60.65607,510.4783,514.4139,0.8477983,170.8141,195.6051,0.8495286,4465.556,2752.5,518.3735,2957.291,164.1621,4.225674,71813.61
517.5872,1774.923,62.36196,518.3349,518.3715,0.8475128,169.6272,201.5238,0.8499044,4117.176,2576.651,518.5037,2909.028,161.7419,4.129786,75567.81
517.0749,1697.98,60.71006,515.006,518.2777,0.8483278,172.4221,196.8918,0.85,4119.236,2504.736,518.0817,2809.354,164.6268,4.052958,73603.57
519.3284,1897.636,61.69725,520.2546,520.1011,0.8489203,170.3701,195.3789,0.8506493,4334.011,2504.187,523.8931,2696.754,162.1448,4.220333,75682.6
519.8749,1892.516,61.94934,521.2563,520.425,0.8493929,171.51,196.3739,0.8496735,4059.134,2401.112,524.3267,2661.014,161.9999,4.17782,77308.11
518.1148,1994.481,62.20012,518.3245,518.3812,0.849957,170.1266,199.8206,0.8491874,3976.559,2492.828,521.8293,2754.296,159.9325,4.279456,76388.19
517.9294,2068.805,59.87856,519.0408,518.0164,0.8473154,170.1526,193.1589,0.8498259,4184.966,2637.035,522.0701,2798.224,161.3614,3.970761,74792.8
520.7512,2143.006,63.79911,517.0765,520.8819,0.8464199,170.0645,199.4196,0.8497678,4118.154,2817.222,524.165,2968.038,164.4704,3.603372,76627.97
518.5154,2026.294,61.28823,519.3137,518.335,0.8488508,170.1167,199.376,0.8497499,3976.933,2493.406,521.9994,2748.378,158.6892,4.214504,76892.73
517.9514,2029.25,62.11275,518.6744,517.5267,0.8487945,170.0474,199.3577,0.8497499,3978.002,2501.596,521.874,2768.193,157.8645,4.21992,74318.2
514.8285,1772.477,61.55009,515.145,515.3911,0.8487607,171.8641,194.4257,0.8502757,4291.158,2501.126,516.035,2715.573,160.9966,4.16305,71262.27
519.47,2229.852,61.45117,517.3995,518.9945,0.8445131,169.3197,200.8549,0.8495111,4788.172,2895.855,523.5551,3111.261,161.4171,3.430418,76020.53
514.975,1860.121,60.1865,515.8175,515.7145,0.8491669,171.3329,198.5115,0.8496367,4420.075,2746.46,516.3495,2988.498,161.065,3.964854,75073.23
519.0235,1788.965,62.17865,519.6692,519.4567,0.8466988,168.4095,202.4995,0.8496177,4186.614,2597.1,518.901,2912.765,160.5146,4.168283,76543.98
517.7344,2085.333,62.56747,518.0248,517.543,0.8499026,170.1096,199.847,0.8502659,4102.416,2572.3,521.3976,2855.436,160.581,4.413932,75891.67
516.5609,2216.678,62.76001,514.5577,517.346,0.8473229,169.3625,200.597,0.85,4546.326,2849.19,521.4562,3036.932,161.4518,3.731641,75712.2
515.3173,1755.415,61.66697,515.0964,515.9434,0.8496172,172.2591,194.5558,0.8495598,4415.449,2579.391,515.9411,2846.699,162.4975,3.965387,72947.34
516.7153,1624.889,62.12677,518.2798,517.7096,0.8485097,171.4802,196.1753,0.8503008,4130.407,2397.924,518.1808,2697.285,165.0213,3.975596,74595.8
514.7532,2165.7,59.82255,515.5781,515.6938,0.8484235,170.6749,198.423,0.8505397,4447.729,2806.053,519.7882,2898.783,156.7669,3.870916,77048.05
517.7376,2225.359,54.17961,517.6674,518.3616,0.8471735,169.6748,194.6989,0.8500032,4472.792,2821.852,523.2294,2907.365,158.0209,3.575939,77926.16
517.1948,1711.178,62.85782,517.1117,518.264,0.8487344,170.262,196.8958,0.8504384,4276.672,2633.425,518.2874,2866.024,161.1645,3.869084,75317.42
516.6573,1869.628,59.5007,518.1154,517.4012,0.8468124,170.7233,197.4802,0.8478768,4450.082,2749.52,518.0707,3003.898,162.7231,3.959004,74716.45
518.5345,2063,59.68315,516.3906,519.5754,0.8472812,170.546,194.3221,0.850162,4494.425,2761.768,522.8032,2966.104,161.5287,4.155399,74918.76
514.3389,2188.245,62.07651,511.3208,514.6099,0.8473898,170.5507,201.8069,0.8501469,4633.842,2841.824,519.2114,3056.515,160.3399,3.959071,73080.24
516.4201,1786.144,60.95111,516.2573,517.0402,0.8465874,169.942,197.992,0.848335,4409.539,2534.084,517.4612,3020.737,164.6805,3.964116,74107.66
520.277,1894.272,61.34063,519.8381,520.1866,0.8489872,170.9708,196.2434,0.8500233,4083.179,2388.914,524.1439,2688.854,162.7482,4.232386,76059.5
515.0318,1780.231,61.52462,515.7212,516.4457,0.84837,171.8346,192.3333,0.8497725,4193.588,2605.014,515.986,2721.41,163.9039,3.834805,74252.86
518.7119,1956.416,60.45055,519.0955,518.3172,0.8489093,169.9167,200.2749,0.8504294,3860.425,2472.616,522.299,2718.691,162.6876,4.270785,76400.38
516.5991,2090.119,62.78373,515.302,517.7315,0.8467555,169.9934,201.5601,0.8501669,4568.185,2789.516,521.9882,2918.524,163.0191,3.434987,77717.75
520.1071,1867.028,62.05555,518.9821,520.402,0.8488678,172.2873,196.2012,0.8484337,3957.432,2424.393,523.9548,2696.866,166.241,4.291368,78041.85
520.1577,2137.411,59.96464,518.1868,519.1256,0.8488595,169.5113,194.9468,0.8495238,4301.286,2753.208,522.6494,2949.711,163.0226,4.001484,75816.53
518.5679,1890.71,60.04712,518.1951,519.0807,0.8485481,171.4356,195.5518,0.8496372,4093.362,2606.72,521.2773,2945.126,161.5907,4.226297,76564.59
515.6523,2139.364,60.85492,511.6783,516.2505,0.8470328,170.8786,200.5753,0.8492056,4537.254,2782.061,520.9023,2986.288,162.7899,3.76219,71108.72
517.2306,1728.059,60.81934,516.71,517.9621,0.8487611,171.6894,198.2298,0.8498749,4328.786,2551.599,517.6779,2884.094,163.0229,3.916231,76271.77
520.5554,2056.621,63.03436,516.1024,520.4918,0.8497897,171.0986,198.6848,0.8496714,3999.908,2698.372,523.7501,2905.183,161.3723,4.416461,77424.09
514.7795,1782.088,61.99117,515.8429,516.0283,0.8489805,171.3835,192.9141,0.8500624,4483.33,2637.566,515.7158,2843.392,165.4315,3.839372,72470.23
520.8068,2072.022,63.70076,516.2509,521.0392,0.8480442,170.1983,201.765,0.8496169,3944.272,2722.997,523.2359,2889.176,160.5643,4.039652,77444.05
516.6275,1779.146,60.67333,518.1517,516.8418,0.8469872,169.6593,198.1123,0.8506874,4387.925,2548.459,517.6968,2977.426,162.9762,4.037218,74057.27
515.4203,1881.329,62.36521,515.9976,516.5306,0.848393,169.0674,202.4918,0.8498086,4325.544,2686.544,516.82,3063.08,161.1661,4.129196,74223.73
518.9749,1876.62,61.9983,519.9305,520.1584,0.8467721,171.4735,194.3462,0.8472708,4311.638,2471.696,523.9206,2657.84,163.4186,4.226671,76876.77
503.0835,2130.758,57.81678,500.8101,505.0189,0.8456249,172.1123,198.4809,0.8492644,4541.263,2775.32,510.8401,2985.352,162.4314,3.723512,70355.49
518.2948,2103.508,62.68672,519.4086,518.3102,0.847857,170.28,193.1165,0.8502902,4214.083,2633.077,522.1521,2915.97,159.4573,4.551016,75120.14
519.701,1882.74,64.945,518.7097,519.8529,0.8460303,171.1758,196.5655,0.8456717,4093.749,2634.11,521.7148,2957.512,162.7692,4.270858,77404.55
518.1649,2253.454,63.26287,516.0181,518.756,0.8472812,169.0025,200.0614,0.8500624,4565.231,2795.556,523.6355,2969.513,161.9205,4.146498,75436.45
517.8311,1702.858,70.56358,517.2095,518.0778,0.8468437,171.0432,202.7692,0.8513663,4302.882,2468.101,518.3036,2848.116,158.9915,3.604404,73731.91
518.4588,2123.093,58.82347,519.1959,518.231,0.8493647,170.1967,196.6256,0.8494954,4243.208,2677.574,522.1403,2815.519,163.7014,4.059603,76648.84
520.4008,1960.866,58.36662,518.408,520.421,0.848295,170.3496,195.7534,0.8498822,4534.18,2683.894,523.5787,2883.648,159.6666,3.93964,77501.83
515.933,1689.91,64.20169,516.8444,516.0906,0.8497428,170.5716,199.875,0.8497499,3983.817,2459.948,515.8228,2838.999,162.4155,4.086788,74006.94
518.0742,2084.926,63.09692,518.4119,518.3806,0.8478973,170.2836,193.2261,0.8503124,4182.357,2595.029,521.6621,2871.148,159.1966,4.553038,75137.29
519.2135,1896.864,61.53406,519.333,519.8359,0.8493036,171.5719,195.0815,0.8507869,4344.399,2493.64,523.7406,2668.793,162.5237,4.20404,76579.68
518.4238,2093.941,58.76662,519.1414,518.3223,0.8468079,169.8531,193.4237,0.8501691,4095.729,2587.645,522.1141,2892.898,159.5372,4.125215,75100.19
518.1198,2015.931,62.56826,518.9189,518.3258,0.8488852,170.6509,199.4941,0.8497499,3979.823,2494.531,522.2028,2759.399,160.2143,4.230381,74981.25
517.2027,1765.376,62.73556,518.0452,517.282,0.84764,168.8377,201.2585,0.8505614,4133.524,2567.192,518.5086,2932.129,162.0577,4.089365,74424.22
516.9697,1770.688,67.82285,517.7368,517.7539,0.8476337,170.3847,203.9462,0.8499923,4243.231,2606.727,517.5406,2898.171,161.8616,3.615766,73292.23
518.0503,2059.889,59.18485,517.3228,518.6199,0.8480848,170.1865,192.4588,0.8509287,4156.308,2643.78,522.1168,2789.911,161.9241,3.878082,74718.44
520.2419,1867.596,60.47992,517.709,520.1889,0.8485373,171.9526,195.4855,0.8497499,4223.668,2585.657,522.1722,2952.159,161.4273,4.276185,76452.96
515.3654,1770.648,61.35831,514.8721,516.1639,0.8501422,170.4355,198.2981,0.8497037,4029.562,2483.273,516.0383,2795.867,163.0571,4.092751,74952.56
516.7839,1795.416,63.21899,517.2861,517.5952,0.8466007,169.3623,199.5103,0.8501188,4145.061,2594.493,517.7173,2931.562,159.4457,4.0352,74110.7
517.3401,2201.913,64.25882,519.9949,519.6729,0.8444353,169.1816,193.4442,0.8492226,4475.306,2739.395,523.8647,2989.69,161.06,4.113805,76909.98
517.4039,1740.834,61.34323,517.2602,517.3469,0.848133,171.115,197.3501,0.850421,4207,2584.212,518.0613,2855.203,162.0231,3.807122,75242.52
517.5686,1728.315,61.23963,517.5499,517.8267,0.8480726,171.7126,197.6219,0.8494924,4139.594,2556.388,517.787,2860.283,164.5609,3.902778,73808.72
517.7872,2087.76,58.82441,518.9441,519.1134,0.8478473,170.1375,195.5385,0.8495625,4305.833,2717.832,522.08,2831.932,163.7466,4.143913,76514.75
518.1851,2078.053,61.10121,516.3283,518.4282,0.8479687,170.1043,192.9133,0.8503124,4239.706,2567.205,522.1112,2879.522,161.5938,4.452979,76044.66
518.9175,1742.194,59.88247,519.0493,517.9906,0.8480318,171.2065,197.4384,0.8495028,4166.815,2561.487,518.0281,2907.491,164.284,3.872867,73817.91
517.9059,1991.792,60.64221,518.3873,517.9793,0.8486049,169.9018,197.5323,0.8500738,4017.587,2405.708,521.8339,2803.07,159.2934,4.487033,75529.2
503.9923,2200.006,60.0567,503.3119,506.5783,0.846617,172.1696,201.285,0.8500466,4722.009,2860.57,511.9749,3077.135,163.8709,3.427482,64581.56
519.8236,1824.504,61.29587,519.9909,520.2528,0.8489382,170.6128,196.6339,0.8504375,4018.891,2337.888,523.8787,2602.132,162.6269,4.24841,76839.89
515.4648,1678.633,62.75854,516.2916,516.2869,0.8486741,171.3081,194.8983,0.8500217,4314.828,2506.018,516.2548,2734.163,162.4693,4.143563,70206.09
519.3458,1982.249,61.1382,519.1913,520.4377,0.8484634,170.5397,195.1497,0.8499797,4238.12,2722.553,521.9881,3078.993,159.158,4.56565,75649.1
518.6456,1905.691,59.92086,517.221,519.8178,0.8485613,171.4308,195.2384,0.8497499,4098.854,2636.229,521.1424,2922.145,161.4108,4.277857,75389.02
518.0377,2004.261,62.73994,518.1566,518.2753,0.8490965,169.6417,197.6838,0.8500499,4054.405,2438.004,521.8986,2804.188,160.1023,4.260208,75476.2
518.3083,1967.92,61.78604,518.6965,518.6091,0.848414416,170.6085,196.8009621,0.8499754,3972.312,2501.238,522.2311,2763.515,162.1154,4.06072121,76703.13
515.356,1694.927,62.90755,517.8624,516.2227,0.8490409,171.4055,199.6855,0.8497499,4143.05,2484.499,516.0427,2852.528,162.5262,3.941392,74559.26
519.9926,1839.853,61.22655,519.9254,520.0809,0.8489999,170.9975,196.1371,0.8493933,4011.761,2330.659,523.7827,2614.606,162.0786,4.22642,77039.19
510.6669,2173.358,60.58203,506.7501,511.188,0.8471364,171.5556,201.3491,0.8505375,4666.572,2828.987,516.9127,3043.369,164.5557,3.431004,72041.09
516.0388,1770.861,61.61693,515.4306,515.6495,0.8495533,171.118,192.7577,0.8502127,4145.096,2601.617,516.2068,2722.328,165.0237,3.805848,73794.33
516.044,1714.125,62.48435,517.1799,516.3882,0.8504852,171.612,200.8618,0.8504467,4032.533,2495.585,515.8877,2875.882,164.6993,3.956913,74231.09
517.4733,2035.133,65.75231,518.752,518.8084,0.8483503,169.6395,199.8695,0.8504829,4324.146,2487.676,522.0192,2908.892,163.4072,4.117796,76276.74
517.4301,1823.093,60.03742,517.9761,518.3177,0.8475312,169.4122,202.3125,0.8496165,4220.941,2626.865,518.1144,2977.616,159.9021,3.83328,74711.07
516.4069,1783.113,58.61033,517.7159,517.046,0.847964,171.0962,199.6457,0.8498854,4369.233,2671.917,517.9831,2939.54,166.5783,3.579271,74607.73
517.5696,2085.046,61.71698,518.3252,518.0325,0.8474301,169.6214,193.5015,0.8510329,4169.56,2597.506,521.6235,2878.817,162.0558,4.244045,75427.76
518.9645,2006.941,61.724,519.8907,518.4689,0.8486024,169.8041,197.9787,0.850436,4015.29,2396.344,522.2574,2794.058,159.5133,4.290656,75731.35
519.9243,1785.657,60.11782,519.3772,520.1429,0.8492962,170.1372,195.8223,0.8490241,4158.041,2476.907,522.2493,2843.508,163.4597,4.216338,76873.35
520.4172,1936.738,58.62713,517.8857,521.4892,0.8472686,170.5898,195.3993,0.8477588,4168.937,2573.55,523.7451,2875.368,162.4593,4.772944,76881.27
517.8433,2116.674,58.77875,518.3117,518.649,0.8479687,169.6817,192.6549,0.8503216,4292.222,2718.065,521.9448,2883.875,163.0004,3.822187,73862.16
520.0425,1897.486,65.09985,518.4898,520.1876,0.8519204,171.793,197.6544,0.8514088,4159.228,2500.147,524.0449,2741.548,163.5901,3.460617,79308.19
518.8615,1959.068,62.01664,518.4579,519.153,0.8480392,171.141,196.8998,0.8503898,4244.602,2448.51,523.3306,2765.786,162.0037,4.170829,75683.46
520.3712,2051.61,59.46465,518.9622,522.1793,0.8472812,169.7686,194.4343,0.8503526,4474.952,2750.185,525.3138,2962.635,161.7472,4.179076,75040.49
517.9447,1953.671,60.5889,517.3754,519.0383,0.847616,172.0399,195.2415,0.849558,4273.564,2562.19,523.2932,2836.474,164.2346,4.334317,75759.83
520.1633,1871.4,60.97227,520.1778,520.3689,0.8489999,171.1718,196.0976,0.8497316,4106.025,2370.563,524.0287,2664.78,159.7252,4.212637,77018.03
517.3602,1706.037,57.48011,516.8718,518.214,0.8496411,170.8889,202.0748,0.852731,4317.264,2489.704,518.4266,2846.828,160.6855,3.255293,75080.62
518.6642,1986.608,62.20187,519.772,518.0236,0.8499199,170.0622,199.8616,0.8492734,3948.356,2487.498,522.3535,2733.033,159.7677,4.286673,77267.21
501.6508,2153.038,59.9706,499.5878,504.4977,0.8467114,172.6834,201.2966,0.8507132,4618.676,2797.07,510.0791,3008.352,164.0891,3.428123,65001.98
518.3648,2058.177,59.40957,516.5443,518.6693,0.8478576,171.076,196.1266,0.8501512,4503.154,2710.176,524.1808,2867.882,159.3271,4.180166,77392.79
516.5704,1807.952,62.96019,517.7539,518.2588,0.847734,168.5041,203.9125,0.8502855,4261.15,2637.506,518.1002,2960.73,163.3691,3.660733,74832.84
520.7677,2051.526,58.9851,519.1429,522.3713,0.8472812,170.1586,194.4537,0.8503908,4459.688,2737.047,525.4965,2947.929,160.7429,4.184277,75599
515.0426,1654.679,61.91479,515.3967,516.2983,0.8486598,171.7914,194.964,0.8502549,4230.357,2475.437,516.0159,2707.947,162.5662,4.100223,75054.89
518.8278,1988.427,61.41622,521.1459,518.0891,0.848712,170.3901,197.9396,0.8503188,3848.226,2403.656,522.2734,2739.752,159.9519,4.308409,76174.37
518.1431,2051.012,61.51107,518.4387,518.6252,0.8486744,170.1413,196.4006,0.8497016,4003.176,2552.665,522.1374,2798.543,162.2576,4.255186,76847.57
521.3403,2110.448,63.36058,517.8732,521.1234,0.8490334,170.6888,201.023,0.8507242,3957.739,2751.544,524.6311,2903.781,160.2061,4.08373,78074.16
517.0133,1818.06,60.34108,517.8887,518.0438,0.8481717,168.8305,202.9365,0.8495625,4208.21,2596.499,517.5146,2966.371,161.3087,3.672301,75376.95
517.335,1766.081,63.6415,517.4365,517.9343,0.8464688,169.6891,199.7977,0.8500468,4066.66,2549.014,518.1004,2877.279,159.1194,4.024025,74070.22
519.5601,1856.022,62.78244,519.5565,520.0665,0.848513,170.5761,196.7702,0.8502058,4054.522,2593.756,522.0303,2905.769,163.7726,4.177665,76321.95
517.6658,1731.829,61.84174,518.1324,518.0641,0.8476307,172.0525,197.8423,0.8493024,4110.451,2530.777,518.3138,2829.784,165.1195,3.992718,74035
517.4137,1757.984,59.12378,518.0993,518.3102,0.8484325,169.142,199.1131,0.8499331,4377.007,2665.968,518.3604,2918.004,165.8172,3.61954,74190.8
518.3627,2015.13,61.27131,519.0801,518.0758,0.8491194,169.9222,197.6103,0.8505511,4057.812,2418.838,521.9523,2819.752,158.3421,4.122546,75483.25
518.6333,1955.913,61.42151,517.9835,519.2737,0.8488046,171.4934,194.3405,0.8495625,4480.733,2585.942,523.4456,2768.52,163.0024,4.113077,76086.65
516.7436,1738.814,60.06453,517.7792,518.2687,0.8480026,169.8824,200.4958,0.8499877,4206.035,2595.228,517.9217,2855.825,164.9154,3.368421,73505.89
519.4249,1816.621,60.95248,518.5479,519.6828,0.8489128,170.9156,196.0458,0.8494319,4251.436,2543.588,522.0613,2902.57,164.067,4.171148,75700.14
518.2308,2134.858,60.32172,514.6631,517.8616,0.8481991,170.7666,200.7676,0.8498749,4532.846,2782.408,522.7168,2988.231,164.39,3.632912,75971.63
518.1649,2023.569,60.01113,519.1024,517.769,0.8482727,169.8889,192.8924,0.8499749,4271.947,2476.97,522.0931,2860.339,157.6296,4.528796,75994.27
516.8566,1731.316,61.90582,517.5663,517.3303,0.8479404,171.5644,197.4942,0.8503749,4272.407,2608.794,517.9692,2881.101,163.1346,3.995089,74693.68
517.4854,1955.199,58.93912,514.2138,517.7062,0.8482812,171.1015,195.7276,0.8502883,4220.742,2553.669,522.314,2783.488,159.3744,4.092119,75346.78
518.3043,2029.379,61.80082,518.74,518.0568,0.849617,169.4823,199.7724,0.8496065,3997.366,2526.122,522.0723,2778.175,161.01,4.328484,76401.12
520.3196,2064.544,63.19988,516.7285,520.9865,0.8504375,170.297,202.3842,0.8519999,3957.192,2732.826,523.4285,2890.901,159.4281,3.720984,76533.91
517.7745,2034.594,59.04718,518.3309,518.9824,0.8477922,169.9331,193.1195,0.8498124,4098.305,2601.885,522.7029,2726.167,162.6743,3.904873,75018.6
517.5375,2147.635,55.64052,517.0466,518.226,0.8458042,170.1031,198.7604,0.8484982,4355.794,2626.424,521.84,2839,161.0903,5.459623,79046.2
517.5051,1976.307,59.57528,518.489,517.3438,0.8485908,170.0355,193.203,0.8505654,4021.584,2395.281,521.9112,2805.426,159.942,4.918412,75155.09
517.2267,1731.255,60.1214,515.2568,518.3491,0.8485525,171.489,197.7891,0.8499584,4210.665,2582.146,517.8576,2890.385,165.3648,3.817689,73054.02
517.0742,1742.638,58.97187,517.3944,517.7351,0.8500115,170.8827,198.0735,0.8505191,4226.79,2603.956,517.8192,2889.912,166.3408,3.613891,73542.79
519.186,1992.575,61.591,519.6748,519.5313,0.8489962,171.5658,195.9393,0.8503712,4253.332,2516.32,524.2184,2772.156,164.5054,4.272593,76494.02
520.1292,1904.199,65.07622,522.055,521.193,0.847026,170.8643,192.8428,0.8502744,4405.074,2489.153,524.937,2673.968,161.129,4.043402,75328.18
519.1699,1885.611,59.91822,518.9538,520.1127,0.8485894,171.3384,195.294,0.8497499,4105.834,2637.476,521.796,2922.977,160.6512,4.277717,75399.9
521.0923,2082.097,61.84338,516.8937,520.1929,0.8519164,170.9145,198.8141,0.8517792,4074.552,2741.057,523.7167,2923.839,160.302,4.387342,77578.59
