511.3011,2049.423,61.28843,510.1878,512.6577,-0.1523816,171.1836,198.8354,-0.14898500000000003,4741.163,2852.076,515.1774,3074.927,165.1196,2.301176,70394.18,96.45760458361664,1.3442736336892085,12717.589,3.696870951422916
512.3011,2050.423,62.28843,511.1878,513.6577,0.8476184,172.1836,199.8354,0.851015,4742.163,2853.076,516.1774,3075.927,166.1196,3.301176,70395.18,96.47817794493784,1.917241827909278,12721.589,3.675452645896589
517.563,2068.131,60.53883,518.8833,519.3746,0.847178,170.2658,193.0428,0.8503696,4221.112,2654.945,522.3373,2758.247,156.4148,3.873988,76028.18,91.86507214014793,2.2752590361658065,11702.435,4.014272614935002
517.4886,1735.695,62.17596,516.9204,518.1431,0.8488948,170.8929,202.5926,0.8524187,4408.527,2549.75,518.4445,2872.651,163.8747,3.212832,73450.93,95.89321733085458,1.88002661315947,11566.623,3.8639631061325543
515.4622,1695.347,62.79351,515.3328,516.267,0.8486757,171.7142,194.891,0.8499958,4347.928,2534.39,516.233,2749.493,161.2111,4.148378,69510.06,93.88338297007468,2.415861938034245,11327.158,3.6391599494974787
517.1906,1705.695,61.08737,517.292,518.1617,0.8483307,170.6409,200.351,0.8502301,4141.349,2568.004,517.7157,2799.793,167.7914,3.292408,74105.77,98.33011898085395,1.9294366122072728,11214.841,3.9041687678628048
518.9815,1839.223,60.19439,519.7919,519.4628,0.8489231,171.0769,196.554,0.8508921,4027.248,2331.255,523.4026,2632.267,161.821,4.142696,75907.38,94.58962606874452,2.421540254704171,10829.993,3.988892399850594
517.15,1772.604,61.2692,517.5125,517.7984,0.8461465,170.7236,201.6957,0.8504713,4222.603,2620.086,518.0801,2885.689,160.3397,3.277516,73439.49,93.91771260681007,1.9197791049392114,11500.981999999998,3.867192439123824
517.4788,1741.343,59.63599,517.6785,518.163,0.8477204,170.7443,200.0929,0.8504127,4222.999,2612.216,517.7549,2847.314,165.3475,3.33265,73534.9,96.83925027072645,1.951836752383535,11423.872000000001,3.8717471154234717
516.298,2240.121,66.05929,500.591,516.9569,0.850218,169.7641,204.155,0.853261,4071.518,2585.802,520.0346,2943.134,160.2973,2.420248,74621.3,94.4235559815061,1.4256535981400071,11840.575,3.9516333959889045
